name,nation,details,alias,def_country,activeplatforms
AD CONFIANÇA,false,"{""teamAbbr""=>""ADC"", ""teamCity""=>""Aracaju"", ""teamName""=>""AD Confiança"", ""teamFounded""=>""1936"", ""teamStadium""=>""Estádio Lourival Baptista"", ""teamCapacity""=>14000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=3506""}","AD CONFIANÇA, CONFIANÇA",BRAZIL,true,"[""PES21""]"
CORITIBA,false,"{""teamAbbr""=>""CFC"", ""teamCity""=>""Curitiba"", ""teamName""=>""Coritiba"", ""teamFounded""=>""1909"", ""teamStadium""=>""Estádio Major Antônio Couto Pereira"", ""teamCapacity""=>45563, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=291""}",CORITIBA,BRAZIL,true,"[""PES21""]"
RCD MALLORCA,false,"{""teamAbbr""=>""MAL"", ""teamCity""=>""Mallorca"", ""teamName""=>""RCD Mallorca"", ""teamFounded""=>""1916"", ""teamStadium""=>""Visit Mallorca Estadi"", ""teamCapacity""=>23142, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=153""}","MALLORCA, MALLORCA RN",SPAIN,true,"[""PES21"",""FIFA23""]"
UD LAS PALMAS,false,"{""teamAbbr""=>""LP"", ""teamCity""=>""Las Palmas de Gran Canaria"", ""teamName""=>""UD Las Palmas"", ""teamFounded""=>""1949"", ""teamStadium""=>""Gran Canaria"", ""teamCapacity""=>32520, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=789""}","UD LAS PALMAS, LAS PALMAS AA",SPAIN,true,"[""PES21"",""FIFA23""]"
REAL OVIEDO,false,"{""teamAbbr""=>""RO"", ""teamCity""=>""Oviedo"", ""teamName""=>""Real Oviedo"", ""teamFounded""=>""1926"", ""teamStadium""=>""Carlos Tartiere"", ""teamCapacity""=>30500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1612""}","REAL OVIEDO, OVIEDO A",SPAIN,true,"[""PES21"",""FIFA23""]"
REAL ZARAGOZA,false,"{""teamAbbr""=>""ZAR"", ""teamCity""=>""Zaragoza"", ""teamName""=>""Real Zaragoza"", ""teamFounded""=>""1932"", ""teamStadium""=>""La Romareda"", ""teamCapacity""=>34596, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=176""}","REAL ZARAGOZA, ZARAGOZA BA",SPAIN,true,"[""PES21"",""FIFA23""]"
REAL SPORTING,false,"{""teamAbbr""=>""RSG"", ""teamCity""=>""Gijón"", ""teamName""=>""Real Sporting"", ""teamFounded""=>""1905"", ""teamStadium""=>""El Molinón"", ""teamCapacity""=>30000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=169""}","REAL SPORTING, GIJÓN RB",SPAIN,true,"[""PES21"",""FIFA23""]"
CD TENERIFE,false,"{""teamAbbr""=>""TEN"", ""teamCity""=>""Tenerife"", ""teamName""=>""CD Tenerife"", ""teamFounded""=>""1922"", ""teamStadium""=>""Heliodoro Rodríguez López"", ""teamCapacity""=>24000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=170""}","CD TENERIFE, TENERIFE AB",SPAIN,true,"[""PES21"",""FIFA23""]"
MÁLAGA CF,false,"{""teamAbbr""=>""MÁL"", ""teamCity""=>""Málaga"", ""teamName""=>""Málaga CF"", ""teamFounded""=>""1948"", ""teamStadium""=>""La Rosaleda"", ""teamCapacity""=>30044, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=154""}","MÁLAGA CF, MÁLAGA AB",SPAIN,true,"[""PES21"",""FIFA23""]"
CD LEGANÉS,false,"{""teamAbbr""=>""LEG"", ""teamCity""=>""Leganés"", ""teamName""=>""CD Leganés"", ""teamFounded""=>""1928"", ""teamStadium""=>""Municipal de Butarque"", ""teamCapacity""=>12450, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2085""}","CD LEGANÉS, LEGANÉS AB",SPAIN,true,"[""PES21"",""FIFA23""]"
SD PONFERRADINA,false,"{""teamAbbr""=>""PON"", ""teamCity""=>""Ponferrada"", ""teamName""=>""SD Ponferradina"", ""teamFounded""=>""1922"", ""teamStadium""=>""El Toralín"", ""teamCapacity""=>8000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=790""}","PONFERRADA AB, SD PONFERRADINA",SPAIN,true,"[""PES21"",""FIFA23""]"
CD LUGO,false,"{""teamAbbr""=>""CDL"", ""teamCity""=>""Lugo"", ""teamName""=>""CD Lugo"", ""teamFounded""=>""1953"", ""teamStadium""=>""Ángel Carro"", ""teamCapacity""=>8000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1681""}",CD LUGO,SPAIN,true,"[""PES21"",""FIFA23""]"
ALBACETE BALOMPIÉ,false,"{""teamAbbr""=>""ALB"", ""teamCity""=>""Albacete"", ""teamName""=>""Albacete Balompié"", ""teamFounded""=>""1940"", ""teamStadium""=>""Carlos Belmonte"", ""teamCapacity""=>17300, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=136""}","ALBACETE BN, ALBACETE BALOMPIÉ",SPAIN,true,"[""PES21"",""FIFA23""]"
CD LA EQUIDAD,false,"{""teamAbbr""=>""EQU"", ""teamCity""=>""Bogotá"", ""teamName""=>""CD La Equidad"", ""teamFounded""=>""1982"", ""teamStadium""=>""Metropolitano de Techo"", ""teamCapacity""=>7800, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1027""}","CD LA EQUIDAD, LA EQUIDAD",COLOMBIA,true,"[""PES21"",""FIFA23""]"
BARNSLEY,false,"{""teamAbbr""=>""BAR"", ""teamCity""=>""Barnsley"", ""teamName""=>""Barnsley"", ""teamFounded""=>""1887"", ""teamStadium""=>""Oakwell"", ""teamCapacity""=>23009, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=3""}","BARNSLEY, BARNSLEY R",ENGLAND,true,"[""PES21"",""FIFA23""]"
OPERÁRIO PR,false,"{""teamAbbr""=>""OPR"", ""teamCity""=>""Ponte Grossa"", ""teamName""=>""Operário Ferroviário EC"", ""teamFounded""=>""1912"", ""teamStadium""=>""Germano Kruger"", ""teamCapacity""=>8640, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2848""}","OPERÁRIO, OPERÁRIO PR",BRAZIL,true,"[""PES21""]"
VASCO DA GAMA,false,"{""teamAbbr""=>""VAS"", ""teamCity""=>""Rio de Janeiro"", ""teamName""=>""Vasco da Gama"", ""teamFounded""=>""1898"", ""teamStadium""=>""Estádio São Januário"", ""teamCapacity""=>25000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=307""}",VASCO DA GAMA,BRAZIL,true,"[""PES21""]"
CRB,false,"{""teamAbbr""=>""CRB"", ""teamCity""=>""Maceió"", ""teamName""=>""Clube de Regatas Brasil"", ""teamFounded""=>""1912"", ""teamStadium""=>""Estádio Rei Pelé"", ""teamCapacity""=>19105, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2015""}",CRB,BRAZIL,true,"[""PES21""]"
GUARANI FC,false,"{""teamAbbr""=>""GUA"", ""teamCity""=>""Campinas"", ""teamName""=>""Guarani FC"", ""teamFounded""=>""1911"", ""teamStadium""=>""Brinco de Ouro da Princesa"", ""teamCapacity""=>30988, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1515""}",GUARANI FC,BRAZIL,true,"[""PES21""]"
GRENOBLE FOOT 38,false,"{""teamAbbr""=>""GRE"", ""teamCity""=>""Grenoble"", ""teamName""=>""Grenoble Foot 38"", ""teamFounded""=>""1997"", ""teamStadium""=>""Stade des Alpes"", ""teamCapacity""=>20000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=320""}",GRENOBLE FOOT 38,FRANCE,true,"[""PES21"",""FIFA23""]"
LR VICENZA,false,"{""teamAbbr""=>""VIC"", ""teamCity""=>""Vicenza"", ""teamName""=>""LR Vicenza"", ""teamFounded""=>""1902"", ""teamStadium""=>""Romeo Menti"", ""teamCapacity""=>12800, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=134""}","LR VICENZA, VICENZA",ITALY,true,"[""PES21""]"
CHIEVO VERONA,false,"{""teamAbbr""=>""CHI"", ""teamCity""=>""Verona"", ""teamName""=>""Chievo Verona"", ""teamFounded""=>""1929"", ""teamStadium""=>""Marcantonio Bentegodi"", ""teamCapacity""=>42160, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=104""}","CHIEVO VERONA, CHIEVO",ITALY,true,"[""PES21""]"
PESCARA CALCIO,false,"{""teamAbbr""=>""PES"", ""teamCity""=>""Pescara"", ""teamName""=>""Pescara Calcio"", ""teamFounded""=>""1936"", ""teamStadium""=>""Adriatico"", ""teamCapacity""=>24500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=120""}","PESCARA CALCIO, PESCARA",ITALY,true,"[""PES21""]"
VIRTUS ENTELLA,false,"{""teamAbbr""=>""ENT"", ""teamCity""=>""Chiavari"", ""teamName""=>""Virtus Entella"", ""teamFounded""=>""1914"", ""teamStadium""=>""Comunale Chiavari"", ""teamCapacity""=>5535, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=2189""}","VIRTUS ENTELLA, VIRTUS",ITALY,true,"[""PES21""]"
REAL MADRID,false,"{""teamAbbr""=>""RMA"", ""teamCity""=>""Madrid"", ""teamName""=>""Real Madrid"", ""teamFounded""=>""1902"", ""teamStadium""=>""Santiago Bernabéu"", ""teamCapacity""=>85454, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=163""}","REAL MADRID, MADRID CHAMARTIN B",SPAIN,true,"[""PES21"",""FIFA23""]"
FC BAYERN MÜNCHEN,false,"{""teamAbbr""=>""FCB"", ""teamCity""=>""Munich"", ""teamName""=>""Bayern München"", ""teamFounded""=>""1900"", ""teamStadium""=>""Allianz Arena"", ""teamCapacity""=>75000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=391""}","FC BAYERN MÜNCHEN, BAYERN MÜNCHEN",GERMANY,true,"[""PES21"",""FIFA23""]"
LIVERPOOL,false,"{""teamAbbr""=>""LFC"", ""teamCity""=>""Liverpool"", ""teamName""=>""Liverpool"", ""teamFounded""=>""1892"", ""teamStadium""=>""Anfield"", ""teamCapacity""=>54167, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=44""}","LIVERPOOL, LIVERPOOL R",ENGLAND,true,"[""PES21"",""FIFA23""]"
INTERNAZIONALE,false,"{""teamAbbr""=>""INT"", ""teamCity""=>""Milano"", ""teamName""=>""Internazionale"", ""teamFounded""=>""1908"", ""teamStadium""=>""Giuseppe Meazza"", ""teamCapacity""=>80018, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=109""}","INTERNAZIONALE, LOMBARDIA NA",ITALY,true,"[""PES21"",""FIFA23""]"
BORUSSIA DORTMUND,false,"{""teamAbbr""=>""BVB"", ""teamCity""=>""Dortmund"", ""teamName""=>""Borussia Dortmund"", ""teamFounded""=>""1909"", ""teamStadium""=>""Signal Iduna Park"", ""teamCapacity""=>81365, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=392""}",BORUSSIA DORTMUND,GERMANY,true,"[""FIFA23""]"
AC MILAN,false,"{""teamAbbr""=>""ACM"", ""teamCity""=>""Milano"", ""teamName""=>""AC Milan"", ""teamFounded""=>""1899"", ""teamStadium""=>""San Siro"", ""teamCapacity""=>80018, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=115""}","MILANO RN, AC MILAN",ITALY,true,"[""PES21"",""FIFA23""]"
US CREMONESE,false,"{""teamAbbr""=>""USC"", ""teamCity""=>""Cremona"", ""teamName""=>""US Cremonese"", ""teamFounded""=>""1903"", ""teamStadium""=>""Giovanni Zini"", ""teamCapacity""=>22000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=479""}","US CREMONESE, CREMONESE",ITALY,true,"[""PES21"",""FIFA23""]"
VENEZIA FC,false,"{""teamAbbr""=>""VEN"", ""teamCity""=>""Venezia"", ""teamName""=>""Venezia FC"", ""teamFounded""=>""1907"", ""teamStadium""=>""Pierluigi Penzo"", ""teamCapacity""=>9977, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=132""}",VENEZIA FC,ITALY,true,"[""PES21"",""FIFA23""]"
FROSINONE CALCIO,false,"{""teamAbbr""=>""FRO"", ""teamCity""=>""Frosinone"", ""teamName""=>""Frosinone Calcio"", ""teamFounded""=>""1928"", ""teamStadium""=>""Stadio Benito Stirpe"", ""teamCapacity""=>16125, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=858""}",FROSINONE CALCIO,ITALY,true,"[""PES21"",""FIFA23""]"
ASCOLI CALCIO,false,"{""teamAbbr""=>""ASC"", ""teamCity""=>""Ascoli Piceno"", ""teamName""=>""Ascoli Calcio"", ""teamFounded""=>""1898"", ""teamStadium""=>""Cino e Lillo del Duca"", ""teamCapacity""=>20550, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=95""}","ASCOLI CALCIO, ASCOLI",ITALY,true,"[""PES21"",""FIFA23""]"
SPAL,false,"{""teamAbbr""=>""SPA"", ""teamCity""=>""Ferrara"", ""teamName""=>""SPAL"", ""teamFounded""=>""1907"", ""teamStadium""=>""Paolo Mazza"", ""teamCapacity""=>17900, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1467""}",SPAL,ITALY,true,"[""PES21"",""FIFA23""]"
BRESCIA CALCIO,false,"{""teamAbbr""=>""BRE"", ""teamCity""=>""Brescia"", ""teamName""=>""Brescia Calcio"", ""teamFounded""=>""1911"", ""teamStadium""=>""Mario Rigamonti"", ""teamCapacity""=>27547, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=99""}","BRESCIA CALCIO, BRESCIA",ITALY,true,"[""PES21"",""FIFA23""]"
SEVILLA,false,"{""teamAbbr""=>""SEV"", ""teamCity""=>""Seville"", ""teamName""=>""Sevilla"", ""teamFounded""=>""1905"", ""teamStadium""=>""Ramón Sánchez Pizjuán"", ""teamCapacity""=>45500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=168""}","SEVILLA, SEVILLA FC, SEVILLA NERVIÓN BR",SPAIN,true,"[""PES21"",""FIFA23""]"
SSC NAPOLI,false,"{""teamAbbr""=>""NAP"", ""teamCity""=>""Napoli"", ""teamName""=>""SSC Napoli"", ""teamFounded""=>""1926"", ""teamStadium""=>""Stadio Diego Armando Maradona"", ""teamCapacity""=>60240, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=746""}","SSC NAPOLI, NAPOLI",ITALY,true,"[""PES21"",""FIFA23""]"
AJAX,false,"{""teamAbbr""=>""AJA"", ""teamCity""=>""Amsterdam"", ""teamName""=>""Ajax"", ""teamFounded""=>""1900"", ""teamStadium""=>""Johan Cruyff Arena"", ""teamCapacity""=>54033, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=180""}",AJAX,NETHERLANDS,true,"[""PES21"",""FIFA23""]"
BORUSSIA M'GLADBACH,false,"{""teamAbbr""=>""BMG"", ""teamCity""=>""Mönchengladbach"", ""teamName""=>""Borussia Mönchengladbach"", ""teamFounded""=>""1900"", ""teamStadium""=>""Borussia-Park"", ""teamCapacity""=>54022, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=393""}",BORUSSIA M'GLADBACH,GERMANY,true,"[""FIFA23""]"
TSG 1899 HOFFENHEIM,false,"{""teamAbbr""=>""TSG"", ""teamCity""=>""Sinsheim"", ""teamName""=>""TSG 1899 Hoffenheim"", ""teamFounded""=>""1899"", ""teamStadium""=>""Rhein-Neckar-Arena"", ""teamCapacity""=>30164, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=793""}",TSG 1899 HOFFENHEIM,GERMANY,true,"[""FIFA23""]"
GALATASARAY SK,false,"{""teamAbbr""=>""GSK"", ""teamCity""=>""Istanbul"", ""teamName""=>""Galatasaray SK"", ""teamFounded""=>""1905"", ""teamStadium""=>""Türk Telekom Stadyumu"", ""teamCapacity""=>52653, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=351""}","GALATASARAY SK, GALATASARAY",TURKEY,true,"[""PES21"",""FIFA23""]"
VFL WOLFSBURG,false,"{""teamAbbr""=>""WOB"", ""teamCity""=>""Wolfsburg"", ""teamName""=>""VfL Wolfsburg"", ""teamFounded""=>""1945"", ""teamStadium""=>""Volkswagen Arena"", ""teamCapacity""=>30122, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=419""}",VFL WOLFSBURG,GERMANY,true,"[""FIFA23""]"
RIVER PLATE,false,"{""teamAbbr""=>""RIV"", ""teamCity""=>""Buenos Aires"", ""teamName""=>""River Plate"", ""teamFounded""=>""1901"", ""teamStadium""=>""Estadio Monumental"", ""teamCapacity""=>70074, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=282""}","RIVER PLATE, NÚÑEZ",ARGENTINA,true,"[""PES21"",""FIFA23""]"
SPORTING DE BRAGA,false,"{""teamAbbr""=>""SCB"", ""teamCity""=>""Braga"", ""teamName""=>""Sporting de Braga"", ""teamFounded""=>""1921"", ""teamStadium""=>""Estádio Municipal de Braga"", ""teamCapacity""=>30286, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=243""}","SPORTING DE BRAGA, S.C. BRAGA, SPORTING BRAGA",PORTUGAL,true,"[""PES21"",""FIFA23""]"
FC UNION BERLIN,false,"{""teamAbbr""=>""UNI"", ""teamCity""=>""Berlin"", ""teamName""=>""1. FC Union Berlin"", ""teamFounded""=>""1966"", ""teamStadium""=>""Alte Försterei"", ""teamCapacity""=>22012, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=792""}",FC UNION BERLIN,GERMANY,true,"[""FIFA23""]"
CLUB BRUGGE KV,false,"{""teamAbbr""=>""CB"", ""teamCity""=>""Bruges"", ""teamName""=>""Club Brugge KV"", ""teamFounded""=>""1891"", ""teamStadium""=>""Jan Breydel Stadion"", ""teamCapacity""=>29024, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=354""}","CLUB BRUGGE KV, BRUGGE",BELGIUM,true,"[""PES21"",""FIFA23""]"
MONTPELLIER,false,"{""teamAbbr""=>""MHS"", ""teamCity""=>""Montpellier"", ""teamName""=>""Montpellier HSC"", ""teamFounded""=>""1974"", ""teamStadium""=>""Stade de la Mosson"", ""teamCapacity""=>32900, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=333""}","MONTPELLIER, MONTPELLIER HSC",FRANCE,true,"[""PES21"",""FIFA23""]"
VFB STUTTGART,false,"{""teamAbbr""=>""VfB"", ""teamCity""=>""Stuttgart"", ""teamName""=>""VfB Stuttgart"", ""teamFounded""=>""1893"", ""teamStadium""=>""Mercedes-Benz Arena"", ""teamCapacity""=>60449, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=417""}",VFB STUTTGART,GERMANY,true,"[""FIFA23""]"
FC AUGSBURG,false,"{""teamAbbr""=>""FCA"", ""teamCity""=>""Augsburg"", ""teamName""=>""FC Augsburg"", ""teamFounded""=>""1907"", ""teamStadium""=>""WWK Arena"", ""teamCapacity""=>30660, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=750""}",FC AUGSBURG,GERMANY,true,"[""FIFA23""]"
AL NASSR,false,"{""teamAbbr""=>""ALN"", ""teamCity""=>""Riyadh"", ""teamName""=>""Al Nassr"", ""teamFounded""=>""1955"", ""teamStadium""=>""King Fahd International"", ""teamCapacity""=>67000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=665""}",AL NASSR,SAUDI ARABIA,true,"[""PES21"",""FIFA23""]"
WERDER BREMEN,false,"{""teamAbbr""=>""SVW"", ""teamCity""=>""Bremen"", ""teamName""=>""Werder Bremen"", ""teamFounded""=>""1899"", ""teamStadium""=>""Weserstadion"", ""teamCapacity""=>43087, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=414""}",WERDER BREMEN,GERMANY,true,"[""FIFA23""]"
US LECCE,false,"{""teamAbbr""=>""LEC"", ""teamCity""=>""Lecce"", ""teamName""=>""US Lecce"", ""teamFounded""=>""1908"", ""teamStadium""=>""Via Del Mare"", ""teamCapacity""=>36285, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=112""}","US LECCE, LECCE",ITALY,true,"[""PES21"",""FIFA23""]"
KAA GENT,false,"{""teamAbbr""=>""GEN"", ""teamCity""=>""Ghent"", ""teamName""=>""KAA Gent"", ""teamFounded""=>""1900"", ""teamStadium""=>""Ghelamco Arena"", ""teamCapacity""=>20000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=520""}","KAA GENT, GENT",BELGIUM,true,"[""PES21"",""FIFA23""]"
FC RB SALZBURG,false,"{""teamAbbr""=>""RBS"", ""teamCity""=>""Salzburg"", ""teamName""=>""FC RB Salzburg"", ""teamFounded""=>""1933"", ""teamStadium""=>""Wals-Siezenheim"", ""teamCapacity""=>31100, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=359""}",FB RB SALZBURG,AUSTRIA,true,"[""FIFA23""]"
TOULOUSE FC,false,"{""teamAbbr""=>""TFC"", ""teamCity""=>""Toulouse"", ""teamName""=>""Toulouse FC"", ""teamFounded""=>""1937"", ""teamStadium""=>""Stadium Municipal"", ""teamCapacity""=>35575, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=345""}","TOULOUSE FC, TOULOUSE",FRANCE,true,"[""PES21"",""FIFA23""]"
FC KOBENHAVN,false,"{""teamAbbr""=>""FCK"", ""teamCity""=>""Copenhagen"", ""teamName""=>""FC København"", ""teamFounded""=>""1992"", ""teamStadium""=>""Parken"", ""teamCapacity""=>38065, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=371""}","FC KOBENHAVN, KØBENHAVN",DENMARK,true,"[""PES21"",""FIFA23""]"
HOLSTEIN KIEL,false,"{""teamAbbr""=>""HOL"", ""teamCity""=>""Kiel"", ""teamName""=>""Holstein Kiel"", ""teamFounded""=>""1900"", ""teamStadium""=>""Holstein-Stadion"", ""teamCapacity""=>15034, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1512""}",HOLSTEIN KIEL,GERMANY,true,"[""FIFA23""]"
DEPORTIVO ALAVÉS,false,"{""teamAbbr""=>""ALA"", ""teamCity""=>""Vitoria-Gasteiz"", ""teamName""=>""Deportivo Alavés"", ""teamFounded""=>""1921"", ""teamStadium""=>""Mendizorroza"", ""teamCapacity""=>19900, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=135""}","ÁLAVA AB, DEPORTIVO ALAVÉS, ALAVÉS",SPAIN,true,"[""PES21"",""FIFA23""]"
AL ITTIHAD,false,"{""teamAbbr""=>""ITT"", ""teamCity""=>""Jeddah"", ""teamName""=>""Al Ittihad"", ""teamFounded""=>""1928"", ""teamStadium""=>""King Abdullah Sports City"", ""teamCapacity""=>65000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=627""}",AL ITTIHAD,SAUDI ARABIA,true,"[""FIFA23""]"
CA Tigre,false,"{""teamAbbr""=>""TIG"", ""teamCity""=>""Buenos Aires"", ""teamName""=>""CA Tigre"", ""teamFounded""=>""1902"", ""teamStadium""=>""Monumental de Victoria"", ""teamCapacity""=>30000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1193""}","tigre, ca tigre",ARGENTINA,true,"[""FIFA23""]"
HAMBURGER SV,false,"{""teamAbbr""=>""HSV"", ""teamCity""=>""Hamburg"", ""teamName""=>""Hamburger SV"", ""teamFounded""=>""1887"", ""teamStadium""=>""Volksparkstadion"", ""teamCapacity""=>57000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=401""}",HAMBURGER SV,GERMANY,true,"[""FIFA23""]"
FORTUNA DUSSELDORF,false,"{""teamAbbr""=>""F95"", ""teamCity""=>""Düsseldorf"", ""teamName""=>""Fortuna Düsseldorf"", ""teamFounded""=>""1895"", ""teamStadium""=>""Merkur Spiel-Arena"", ""teamCapacity""=>51500, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=481""}","FORTUNA DUSSELDORF, FORTUNA DÜSSELDORF",GERMANY,true,"[""FIFA23""]"
SEATTLE SOUNDERS,false,"{""teamAbbr""=>""SEA"", ""teamCity""=>""Seattle"", ""teamName""=>""Seattle Sounders"", ""teamFounded""=>""2007"", ""teamStadium""=>""Lumen Field"", ""teamCapacity""=>68740, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1336""}",SEATTLE SOUNDERS,USA,true,"[""FIFA23""]"
INTER MIAMI FC,false,"{""teamAbbr""=>""MIA"", ""teamCity""=>""Miami"", ""teamName""=>""Inter Miami CF"", ""teamFounded""=>""2018"", ""teamStadium""=>""Inter Miami CF Stadium"", ""teamCapacity""=>18000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=5228""}",INTER MIAMI FC,USA,true,"[""FIFA23""]"
PORTLAND TIMBERS,false,"{""teamAbbr""=>""POR"", ""teamCity""=>""Portland, OR"", ""teamName""=>""Portland Timbers"", ""teamFounded""=>""2001"", ""teamStadium""=>""Providence Park"", ""teamCapacity""=>21144, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=1654""}",PORTLAND TIMBERS,USA,true,"[""FIFA23""]"
Kelty Hearts,false,"{""teamAbbr""=>""KEL"", ""teamCity""=>""Kelty"", ""teamName""=>""Kelty Hearts"", ""teamFounded""=>""1975"", ""teamStadium""=>""New Central Park"", ""teamCapacity""=>2181, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=5543""}","Kelty Hearts, Hearts",SCOTLAND,true,"[""FIFA23""]"
AMÉRICA DE CALI,false,"{""teamAbbr""=>""AMÉ"", ""teamCity""=>""Cali"", ""teamName""=>""América de Cali"", ""teamFounded""=>""1927"", ""teamStadium""=>""Estadio Olimpico Pascual Guerrero"", ""teamCapacity""=>38000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=620""}",AMÉRICA DE CALI,COLOMBIA,true,"[""FIFA23""]"
HANNOVER 96,false,"{""teamAbbr""=>""H96"", ""teamCity""=>""Hanover"", ""teamName""=>""Hannover 96"", ""teamFounded""=>""1896"", ""teamStadium""=>""HDI-Arena"", ""teamCapacity""=>49000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=402""}",HANNOVER 96,GERMANY,true,"[""FIFA23""]"
UNIVERSIDAD CATÓLICA,false,"{""teamAbbr""=>""UC"", ""teamCity""=>""Santiago"", ""teamName""=>""Universidad Católica"", ""teamFounded""=>""1937"", ""teamStadium""=>""San Carlos de Apoquindo"", ""teamCapacity""=>18000, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=363""}",UNIVERSIDAD CATÓLICA,CHILE,true,"[""PES21"",""FIFA23""]"
ARMINIA BIELEFELD,false,"{""teamAbbr""=>""ARM"", ""teamCity""=>""Bielefeld"", ""teamName""=>""Arminia Bielefeld"", ""teamFounded""=>""1905"", ""teamStadium""=>""Schüco Arena"", ""teamCapacity""=>27300, ""wikipediaURL""=>""https://en.soccerwiki.org/squad.php?clubid=389""}",ARMINIA BIELEFELD,GERMANY,true,"[""FIFA23""]"
